""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"222053_at"	0.191	0.103	1.64	-5.467359	0.0524	"222053_at"	"TAF6L"	"ENSG00000162227"	"gene"	"protein_coding"	"TAF6L"	"GPL570"
"221716_s_at"	0.191	0.103	-1.64	-5.465475	-0.0531	"221716_s_at"	"ACSBG2"	"ENST00000591741|ENSG00000130377"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"ACSBG2-212|ACSBG2"	"GPL570"
"228186_s_at"	0.192	0.103	1.63	-5.470222	0.0509	"228186_s_at"	"RSPO3"	"ENSG00000146374"	"gene"	"protein_coding"	"RSPO3"	"GPL570"
"1557873_at"	0.191	0.103	1.64	-5.468095	0.0428	"1557873_at"	"AC011346.1"	"ENSG00000247199|ENST00000667608|ENST00000661004|ENST00000657331|ENST00000665055|ENST00000669063|ENST00000501695"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AC011346.1|AC011346.1-205|AC011346.1-206|AC011346.1-207|AC011346.1-208|AC011346.1-209|AC011346.1-201"	"GPL570"
"209478_at"	0.191	0.103	-1.64	-5.468909	-0.0533	"209478_at"	"CENPX"	"ENSG00000169689|ENST00000584514"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"CENPX|CENPX-209"	"GPL570"
"205777_at"	0.191	0.103	-1.64	-5.465829	-0.0601	"205777_at"	"DUSP9"	"ENSG00000130829"	"gene"	"protein_coding"	"DUSP9"	"GPL570"
"244575_at"	0.192	0.103	1.63	-5.470142	0.0564	"244575_at"	"AP000944.5"	"ENSG00000285816"	"gene"	"protein_coding"	"AP000944.5"	"GPL570"
"212023_s_at"	0.19	0.103	1.64	-5.464483	0.0603	"212023_s_at"	"MKI67"	"ENSG00000148773"	"gene"	"protein_coding"	"MKI67"	"GPL570"
"1563116_at"	0.191	0.103	1.64	-5.465873	0.0348	"1563116_at"	"LINC02353"	"ENSG00000251329|ENST00000515181"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02353|LINC02353-201"	"GPL570"
"1552458_at"	0.192	0.103	1.63	-5.471269	0.0399	"1552458_at"	"MBD3L1"	"ENSG00000170948"	"gene"	"protein_coding"	"MBD3L1"	"GPL570"
"1555291_at"	0.191	0.103	1.64	-5.465259	0.0464	"1555291_at"	"TRPV3"	"ENSG00000167723"	"gene"	"protein_coding"	"TRPV3"	"GPL570"
"235291_s_at"	0.192	0.103	1.63	-5.47183	0.0744	"235291_s_at"	"AC008875.3"	"ENSG00000287263|ENST00000659142|ENST00000655830|ENST00000657195"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"AC008875.3|AC008875.3-201|AC008875.3-202|AC008875.3-203"	"GPL570"
"206022_at"	0.191	0.103	-1.64	-5.465935	-0.0411	"206022_at"	"NDP"	"ENSG00000124479"	"gene"	"protein_coding"	"NDP"	"GPL570"
"1560063_a_at"	0.192	0.103	1.63	-5.471555	0.0364	"1560063_a_at"	"AC022144.1"	"ENSG00000267892|ENST00000602255"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC022144.1|AC022144.1-201"	"GPL570"
"208417_at"	0.193	0.104	-1.63	-5.478769	-0.0485	"208417_at"	"FGF6"	"ENSG00000111241"	"gene"	"protein_coding"	"FGF6"	"GPL570"
"230022_at"	0.193	0.104	-1.63	-5.475826	-0.0929	"230022_at"	"CLEC18C"	"ENSG00000157335|ENST00000564976|ENST00000569201"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"CLEC18C|CLEC18C-206|CLEC18C-208"	"GPL570"
"1562745_at"	0.192	0.104	-1.63	-5.473058	-0.0636	"1562745_at"	"LINC02019"	"ENSG00000273356|ENST00000608605"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02019|LINC02019-201"	"GPL570"
"232409_x_at"	0.192	0.104	-1.63	-5.473893	-0.0569	"232409_x_at"	"FBXL16"	"ENST00000562648|ENSG00000127585"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"FBXL16-205|FBXL16"	"GPL570"
"206930_at"	0.193	0.104	1.63	-5.479454	0.0512	"206930_at"	"GLYAT"	"ENSG00000149124"	"gene"	"protein_coding"	"GLYAT"	"GPL570"
"232531_at"	0.193	0.104	1.63	-5.478436	0.0621	"232531_at"	"EMX2OS"	"ENSG00000229847|ENST00000450314|ENST00000424371|ENST00000440007|ENST00000551288"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"EMX2OS|EMX2OS-205|EMX2OS-203|EMX2OS-204|EMX2OS-206"	"GPL570"
"228293_at"	0.193	0.104	-1.63	-5.478943	-0.0861	"228293_at"	"DEPDC7"	"ENSG00000121690"	"gene"	"protein_coding"	"DEPDC7"	"GPL570"
"217154_s_at"	0.192	0.104	1.63	-5.472091	0.0443	"217154_s_at"	"EDN3"	"ENSG00000124205|ENST00000671744"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"EDN3|EDN3-207"	"GPL570"
"1559261_a_at"	0.193	0.104	1.63	-5.478147	0.0537	"1559261_a_at"	"PKD1L2"	"ENSG00000166473|ENST00000534142|ENST00000530363|ENST00000299598"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"polymorphic_pseudogene|processed_transcript|retained_intron|retained_intron"	"PKD1L2|PKD1L2-211|PKD1L2-208|PKD1L2-201"	"GPL570"
"1561413_at"	0.193	0.104	1.63	-5.475602	0.0576	"1561413_at"	"CLMAT3"	"ENSG00000249035|ENST00000510576|ENST00000518905"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"CLMAT3|CLMAT3-201|CLMAT3-202"	"GPL570"
"214846_s_at"	0.192	0.104	1.63	-5.473852	0.054	"214846_s_at"	"ALPK3"	"ENSG00000136383"	"gene"	"protein_coding"	"ALPK3"	"GPL570"
"201443_s_at"	0.192	0.104	-1.63	-5.473826	-0.0658	"201443_s_at"	"ATP6AP2"	"ENSG00000182220|ENST00000635829"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ATP6AP2|ATP6AP2-210"	"GPL570"
"243818_at"	0.192	0.104	-1.63	-5.474905	-0.0381	"243818_at"	"SFTA1P"	"ENSG00000225383|ENST00000634899|ENST00000665724|ENST00000656654|ENST00000653216|ENST00000446372|ENST00000667544|ENST00000602763|ENST00000660024|ENST00000434919|ENST00000415590|ENST00000663743"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"SFTA1P|SFTA1P-205|SFTA1P-211|SFTA1P-208|SFTA1P-207|SFTA1P-203|SFTA1P-212|SFTA1P-204|SFTA1P-209|SFTA1P-202|SFTA1P-201|SFTA1P-210"	"GPL570"
"1566608_at"	0.193	0.104	1.63	-5.475412	0.201	"1566608_at"	"SAMD3"	"ENST00000528422|ENST00000533296|ENSG00000164483"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"SAMD3-209|SAMD3-215|SAMD3"	"GPL570"
"223820_at"	0.193	0.104	1.63	-5.475075	0.054	"223820_at"	"RBP5"	"ENSG00000139194|ENST00000619522"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"RBP5|RBP5-205"	"GPL570"
"233934_at"	0.194	0.105	1.63	-5.484178	0.0416	"233934_at"	"AC009264.1"	"ENSG00000234352|ENST00000586239|ENST00000597642|ENST00000593789|ENST00000598184|ENST00000439694"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AC009264.1|AC009264.1-201|AC009264.1-202|AC009264.1-203|AC009264.1-204|AC009264.1-205"	"GPL570"
"240352_at"	0.194	0.105	1.63	-5.481645	0.0612	"240352_at"	"AL357079.3"	"ENSG00000288573|ENST00000446167|ENST00000445226|ENST00000412378"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"AL357079.3|AL357079.3-201|AL357079.3-202|AL357079.3-203"	"GPL570"
"1552569_a_at"	0.194	0.105	1.63	-5.483851	0.0488	"1552569_a_at"	"RTP3"	"ENSG00000163825"	"gene"	"protein_coding"	"RTP3"	"GPL570"
"202193_at"	0.193	0.105	-1.63	-5.479643	-0.108	"202193_at"	"AC004554.1"	"ENSG00000282840|ENST00000634846"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC004554.1|AC004554.1-201"	"GPL570"
"1557099_at"	0.194	0.105	-1.63	-5.48458	-0.0589	"1557099_at"	"AC079174.2"	"ENSG00000277715|ENST00000611145"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC079174.2|AC079174.2-201"	"GPL570"
"205380_at"	0.195	0.105	-1.62	-5.486503	-0.044	"205380_at"	"PDZK1P1"	"ENST00000401008"	"lnc_RNA"	"processed_transcript"	"PDZK1P1-201"	"GPL570"
"1558654_at"	0.194	0.105	1.63	-5.482653	0.0463	"1558654_at"	"PPM1H"	"ENSG00000111110|ENST00000548414"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"PPM1H|PPM1H-203"	"GPL570"
"1552335_at"	0.195	0.105	-1.63	-5.485268	-0.0743	"1552335_at"	"CATSPER1"	"ENSG00000175294|ENST00000529244"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CATSPER1|CATSPER1-202"	"GPL570"
"243968_x_at"	0.195	0.105	-1.63	-5.485139	-0.2	"243968_x_at"	"FCRL1"	"ENST00000463001|ENST00000489998|ENSG00000163534"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"FCRL1-204|FCRL1-206|FCRL1"	"GPL570"
"203516_at"	0.194	0.105	1.63	-5.481339	0.0465	"203516_at"	"SNTA1"	"ENSG00000101400"	"gene"	"protein_coding"	"SNTA1"	"GPL570"
"1560785_at"	0.194	0.105	-1.63	-5.483536	-0.0508	"1560785_at"	"DYRK3"	"ENSG00000143479|ENST00000489878"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"DYRK3|DYRK3-205"	"GPL570"
"226749_at"	0.195	0.105	-1.63	-5.485424	-0.063	"226749_at"	"MRPS9"	"ENST00000472220|ENSG00000135972"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"MRPS9-203|MRPS9"	"GPL570"
"211513_s_at"	0.194	0.105	-1.63	-5.480664	-0.0732	"211513_s_at"	"OGFR"	"ENSG00000060491"	"gene"	"protein_coding"	"OGFR"	"GPL570"
"231496_at"	0.194	0.105	1.63	-5.482018	0.038	"231496_at"	"FCAMR"	"ENSG00000162897"	"gene"	"protein_coding"	"FCAMR"	"GPL570"
"228461_at"	0.195	0.105	1.63	-5.485522	0.137	"228461_at"	"SH3RF3"	"ENSG00000172985"	"gene"	"protein_coding"	"SH3RF3"	"GPL570"
"241291_at"	0.194	0.105	1.63	-5.481848	0.0295	"241291_at"	"LINC01541"	"ENSG00000260676|ENST00000568095"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC01541|LINC01541-202"	"GPL570"
"240829_at"	0.194	0.105	1.63	-5.480328	0.107	"240829_at"	"PEX3"	"ENSG00000034693"	"gene"	"protein_coding"	"PEX3"	"GPL570"
"1569823_at"	0.194	0.105	1.63	-5.481212	0.0357	"1569823_at"	"AC092338.2"	"ENSG00000260790|ENST00000568827|ENST00000567158"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC092338.2|AC092338.2-201|AC092338.2-202"	"GPL570"
"1569954_at"	0.195	0.106	1.62	-5.490064	0.0359	"1569954_at"	"AL157895.1"	"ENSG00000233968|ENST00000451713"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL157895.1|AL157895.1-201"	"GPL570"
"228115_at"	0.195	0.106	1.62	-5.487988	0.0332	"228115_at"	"GAREM1"	"ENSG00000141441"	"gene"	"protein_coding"	"GAREM1"	"GPL570"
"210429_at"	0.195	0.106	1.62	-5.488663	0.115	"210429_at"	"RHD"	"ENSG00000187010"	"gene"	"protein_coding"	"RHD"	"GPL570"
"233996_x_at"	0.195	0.106	1.62	-5.488188	0.0364	"233996_x_at"	"EYS"	"ENSG00000188107"	"gene"	"protein_coding"	"EYS"	"GPL570"
"1552463_at"	0.195	0.106	1.62	-5.489879	0.0333	"1552463_at"	"SERPINB11"	"ENST00000467649|ENSG00000206072"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SERPINB11-202|SERPINB11"	"GPL570"
"1569392_at"	0.196	0.106	1.62	-5.492407	0.142	"1569392_at"	"TECR"	"ENST00000599646|ENSG00000099797|ENST00000600076|ENST00000598298|ENST00000642961|ENST00000600083|ENST00000601652|ENST00000593637|ENST00000594807|ENST00000596953|ENST00000597607|ENST00000596164"	"lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|processed_transcript|processed_transcript|processed_transcript|retained_intron|retained_intron|retained_intron|retained_intron|retained_intron|processed_transcript"	"TECR-218|TECR|TECR-219|TECR-211|TECR-226|TECR-220|TECR-225|TECR-202|TECR-205|TECR-209|TECR-210|TECR-208"	"GPL570"
"238683_at"	0.195	0.106	-1.62	-5.489125	-0.066	"238683_at"	"ZNF524"	"ENSG00000171443"	"gene"	"protein_coding"	"ZNF524"	"GPL570"
"221344_at"	0.196	0.106	1.62	-5.491231	0.0543	"221344_at"	"OR12D2"	"ENSG00000280236"	"gene"	"protein_coding"	"OR12D2"	"GPL570"
"222986_s_at"	0.196	0.106	-1.62	-5.492379	-0.0771	"222986_s_at"	"SHISA5"	"ENST00000466424|ENST00000494854|ENST00000465449|ENSG00000164054"	"lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|processed_transcript|protein_coding"	"SHISA5-213|SHISA5-216|SHISA5-212|SHISA5"	"GPL570"
"207349_s_at"	0.196	0.106	1.62	-5.494027	0.0546	"207349_s_at"	"UCP3"	"ENSG00000175564"	"gene"	"protein_coding"	"UCP3"	"GPL570"
"222238_s_at"	0.196	0.106	1.62	-5.492987	0.0458	"222238_s_at"	"POLM"	"ENSG00000122678"	"gene"	"protein_coding"	"POLM"	"GPL570"
"230070_at"	0.195	0.106	1.62	-5.487128	0.0461	"230070_at"	"CNIH2"	"ENSG00000174871|ENST00000530519"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"CNIH2|CNIH2-204"	"GPL570"
"209198_s_at"	0.195	0.106	-1.62	-5.487689	-0.117	"209198_s_at"	"SYT11"	"ENSG00000132718"	"gene"	"protein_coding"	"SYT11"	"GPL570"
"1567333_at"	0.195	0.106	1.62	-5.490051	0.0298	"1567333_at"	"AC079248.1"	"ENSG00000233842|ENST00000657021"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC079248.1|AC079248.1-202"	"GPL570"
"212914_at"	0.195	0.106	1.62	-5.489315	0.0518	"212914_at"	"CBX7"	"ENSG00000100307|ENST00000475962"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"CBX7|CBX7-204"	"GPL570"
"207718_x_at"	0.196	0.106	1.62	-5.491573	0.0831	"207718_x_at"	"CYP2A7"	"ENSG00000198077"	"gene"	"protein_coding"	"CYP2A7"	"GPL570"
"236158_at"	0.196	0.107	-1.62	-5.494551	-0.0504	"236158_at"	"AC016582.2"	"ENST00000443870"	"lnc_RNA"	"processed_transcript"	"AC016582.2-202"	"GPL570"
"207725_at"	0.197	0.107	-1.62	-5.497697	-0.0442	"207725_at"	"POU4F2"	"ENSG00000151615"	"gene"	"protein_coding"	"POU4F2"	"GPL570"
"208916_at"	0.197	0.107	1.62	-5.500401	0.107	"208916_at"	"SLC1A5"	"ENSG00000105281"	"gene"	"protein_coding"	"SLC1A5"	"GPL570"
"1553257_at"	0.197	0.107	1.62	-5.498106	0.0463	"1553257_at"	"GAL3ST3"	"ENSG00000175229"	"gene"	"protein_coding"	"GAL3ST3"	"GPL570"
"231210_at"	0.196	0.107	1.62	-5.494567	0.0501	"231210_at"	"MAJIN"	"ENST00000530287|ENSG00000168070"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"MAJIN-203|MAJIN"	"GPL570"
"1553526_at"	0.196	0.107	1.62	-5.49497	0.0441	"1553526_at"	"NLRP8"	"ENSG00000179709"	"gene"	"protein_coding"	"NLRP8"	"GPL570"
"238833_at"	0.197	0.107	1.62	-5.497704	0.052	"238833_at"	"AL354892.1"	"ENSG00000227704|ENST00000430250"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL354892.1|AL354892.1-201"	"GPL570"
"222028_at"	0.196	0.107	-1.62	-5.494713	-0.0795	"222028_at"	"ZNF45"	"ENSG00000124459"	"gene"	"protein_coding"	"ZNF45"	"GPL570"
"234087_at"	0.197	0.107	1.62	-5.500608	0.0392	"234087_at"	"AC113414.1"	"ENST00000522274|ENSG00000254186|ENST00000646143"	"lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC113414.1-202|AC113414.1|AC113414.1-201"	"GPL570"
"1561976_at"	0.197	0.107	-1.62	-5.49677	-0.0628	"1561976_at"	"C1orf167"	"ENSG00000215910"	"gene"	"protein_coding"	"C1orf167"	"GPL570"
"207643_s_at"	0.197	0.107	1.62	-5.49755	0.0827	"207643_s_at"	"TNFRSF1A"	"ENSG00000067182"	"gene"	"protein_coding"	"TNFRSF1A"	"GPL570"
"222224_at"	0.196	0.107	1.62	-5.49464	0.0402	"222224_at"	"NACA2"	"ENSG00000253506"	"gene"	"protein_coding"	"NACA2"	"GPL570"
"224463_s_at"	0.198	0.107	1.62	-5.501166	0.0479	"224463_s_at"	"CFAP300"	"ENSG00000137691|ENST00000530659"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CFAP300|CFAP300-204"	"GPL570"
"240119_at"	0.197	0.107	-1.62	-5.500561	-0.073	"240119_at"	"TEPP"	"ENST00000562915|ENSG00000159648|ENST00000569996"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|processed_transcript"	"TEPP-203|TEPP|TEPP-204"	"GPL570"
"218612_s_at"	0.197	0.107	-1.62	-5.497518	-0.0426	"218612_s_at"	"TSSC4"	"ENSG00000184281|ENST00000467308"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"TSSC4|TSSC4-208"	"GPL570"
"1563362_at"	0.197	0.107	1.62	-5.495859	0.0397	"1563362_at"	"AF096876.1"	"ENSG00000259981|ENST00000565564"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AF096876.1|AF096876.1-201"	"GPL570"
"210301_at"	0.199	0.108	1.61	-5.505975	0.0686	"210301_at"	"XDH"	"ENSG00000158125"	"gene"	"protein_coding"	"XDH"	"GPL570"
"214471_x_at"	0.198	0.108	1.61	-5.504074	0.0632	"214471_x_at"	"LHB"	"ENSG00000104826|ENST00000649284"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"LHB|LHB-202"	"GPL570"
"208233_at"	0.198	0.108	1.61	-5.503164	0.0369	"208233_at"	"PDPN"	"ENSG00000162493"	"gene"	"protein_coding"	"PDPN"	"GPL570"
"212466_at"	0.198	0.108	-1.61	-5.503708	-0.0491	"212466_at"	"SPRED2"	"ENSG00000198369"	"gene"	"protein_coding"	"SPRED2"	"GPL570"
"236873_at"	0.198	0.108	1.61	-5.505585	0.0555	"236873_at"	"AC010531.1"	"ENSG00000131152"	"gene"	"protein_coding"	"AC010531.1"	"GPL570"
"238116_at"	0.198	0.108	-1.61	-5.502889	-0.0455	"238116_at"	"DYNLRB2"	"ENST00000570222|ENSG00000168589"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"DYNLRB2-206|DYNLRB2"	"GPL570"
"241525_at"	0.198	0.108	1.61	-5.505516	0.121	"241525_at"	"UICLM"	"ENSG00000233392|ENST00000418218"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"UICLM|UICLM-201"	"GPL570"
"233132_at"	0.199	0.108	-1.61	-5.50823	-0.0907	"233132_at"	"AC245060.7"	"ENSG00000286129|ENST00000652112"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC245060.7|AC245060.7-201"	"GPL570"
"1569620_s_at"	0.199	0.108	1.61	-5.508962	0.0458	"1569620_s_at"	"AC016597.1"	"ENST00000568831|ENST00000610941|ENST00000563052|ENSG00000261329|ENST00000564893"	"lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AC016597.1-202|AC016597.1-203|AC016597.1-204|AC016597.1|AC016597.1-201"	"GPL570"
"223961_s_at"	0.199	0.108	-1.61	-5.507898	-0.073	"223961_s_at"	"CISH"	"ENSG00000114737|ENST00000491847"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CISH|CISH-203"	"GPL570"
"1562638_at"	0.198	0.108	-1.61	-5.502792	-0.0851	"1562638_at"	"AC010210.1"	"ENSG00000250608|ENST00000502521|ENST00000662294"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC010210.1|AC010210.1-201|AC010210.1-205"	"GPL570"
"1561476_at"	0.199	0.108	1.61	-5.506268	0.0398	"1561476_at"	"CASC6"	"ENSG00000224944|ENST00000656997"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"CASC6|CASC6-203"	"GPL570"
"215861_at"	0.198	0.108	1.61	-5.504848	0.0747	"215861_at"	"AL157838.1"	"ENSG00000197670|ENST00000424252"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL157838.1|AL157838.1-201"	"GPL570"
"230854_at"	0.198	0.108	1.61	-5.504818	0.0565	"230854_at"	"BCAR4"	"ENSG00000262117|ENST00000571259|ENST00000573037|ENST00000571158|ENST00000573319"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"BCAR4|BCAR4-202|BCAR4-203|BCAR4-201|BCAR4-204"	"GPL570"
"1552418_at"	0.198	0.108	-1.61	-5.50496	-0.0482	"1552418_at"	"TTLL10"	"ENSG00000162571"	"gene"	"protein_coding"	"TTLL10"	"GPL570"
"220022_at"	0.199	0.108	-1.61	-5.506423	-0.0374	"220022_at"	"ZNF334"	"ENSG00000198185"	"gene"	"protein_coding"	"ZNF334"	"GPL570"
"204966_at"	0.199	0.108	-1.61	-5.506833	-0.0492	"204966_at"	"ADGRB2"	"ENST00000530999|ENSG00000121753|ENST00000465256"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"ADGRB2-214|ADGRB2|ADGRB2-209"	"GPL570"
"210961_s_at"	0.198	0.108	1.61	-5.504882	0.0467	"210961_s_at"	"ADRA1D"	"ENSG00000171873"	"gene"	"protein_coding"	"ADRA1D"	"GPL570"
"224324_at"	0.199	0.108	-1.61	-5.50845	-0.0445	"224324_at"	"MRO"	"ENSG00000134042|ENST00000587291"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"MRO|MRO-207"	"GPL570"
"227055_at"	0.198	0.108	1.61	-5.503237	0.0752	"227055_at"	"METTL7B"	"ENSG00000170439"	"gene"	"protein_coding"	"METTL7B"	"GPL570"
"208349_at"	0.199	0.108	1.61	-5.505968	0.0443	"208349_at"	"TRPA1"	"ENSG00000104321"	"gene"	"protein_coding"	"TRPA1"	"GPL570"
"226159_at"	0.198	0.108	-1.61	-5.503565	-0.041	"226159_at"	"C5orf51"	"ENSG00000205765"	"gene"	"protein_coding"	"C5orf51"	"GPL570"
"1561245_at"	0.2	0.109	-1.61	-5.513275	-0.0457	"1561245_at"	"AC011124.2"	"ENST00000655858|ENSG00000253894|ENST00000518739|ENST00000653676"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"AC011124.2-206|AC011124.2|AC011124.2-201|AC011124.2-205"	"GPL570"
"1569525_s_at"	0.199	0.109	1.61	-5.509128	0.0384	"1569525_s_at"	"BMS1P17"	"ENST00000413661"	"lnc_RNA"	"processed_transcript"	"BMS1P17-201"	"GPL570"
"238205_at"	0.2	0.109	1.61	-5.512591	0.0421	"238205_at"	"DCAF12L1"	"ENSG00000198889"	"gene"	"protein_coding"	"DCAF12L1"	"GPL570"
"1560588_at"	0.2	0.109	-1.61	-5.511331	-0.0744	"1560588_at"	"AC073321.1"	"ENST00000441803|ENSG00000225794|ENST00000656870|ENST00000652757"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"AC073321.1-202|AC073321.1|AC073321.1-203|AC073321.1-201"	"GPL570"
"232170_at"	0.201	0.109	1.61	-5.515714	0.0496	"232170_at"	"S100A7A"	"ENSG00000184330"	"gene"	"protein_coding"	"S100A7A"	"GPL570"
"203026_at"	0.2	0.109	1.61	-5.514546	0.0508	"203026_at"	"ZBTB5"	"ENSG00000168795"	"gene"	"protein_coding"	"ZBTB5"	"GPL570"
"206666_at"	0.201	0.109	-1.61	-5.516097	-0.169	"206666_at"	"GZMK"	"ENSG00000113088"	"gene"	"protein_coding"	"GZMK"	"GPL570"
"206109_at"	0.201	0.109	1.61	-5.516133	0.0501	"206109_at"	"FUT1"	"ENSG00000174951"	"gene"	"protein_coding"	"FUT1"	"GPL570"
"225719_s_at"	0.199	0.109	1.61	-5.509776	0.0428	"225719_s_at"	"MRPL55"	"ENSG00000162910|ENST00000465268"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"MRPL55|MRPL55-225"	"GPL570"
"1568878_at"	0.2	0.109	1.61	-5.512352	0.0494	"1568878_at"	"AC008708.2"	"ENSG00000254187|ENST00000522956"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC008708.2|AC008708.2-201"	"GPL570"
"230762_at"	0.2	0.109	-1.61	-5.514046	-0.0518	"230762_at"	"AL162377.1"	"ENST00000618844|ENSG00000231856|ENST00000456688"	"lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AL162377.1-201|AL162377.1|AL162377.1-202"	"GPL570"
"219549_s_at"	0.2	0.109	-1.61	-5.514875	-0.0833	"219549_s_at"	"AC079228.1"	"ENSG00000278943"	"gene"	"TEC"	"AC079228.1"	"GPL570"
"220908_at"	0.2	0.109	-1.61	-5.513747	-0.0553	"220908_at"	"CCDC33"	"ENSG00000140481"	"gene"	"protein_coding"	"CCDC33"	"GPL570"
"227717_at"	0.2	0.109	1.61	-5.513158	0.0987	"227717_at"	"ARHGEF37"	"ENSG00000183111"	"gene"	"protein_coding"	"ARHGEF37"	"GPL570"
