""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"218495_at"	0.7127319	0.413	-0.82517216	-5.867418	-0.0681	"218495_at"	"UXT"	"ENSG00000126756|ENST00000460840"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"UXT|UXT-204"	"GPL570"
"1553059_at"	0.7124485	0.413	0.82581302	-5.866908	0.0435	"1553059_at"	"PGLYRP3"	"ENSG00000159527"	"gene"	"protein_coding"	"PGLYRP3"	"GPL570"
"1568916_at"	0.7129832	0.413	-0.82452897	-5.86793	-0.0351	"1568916_at"	"SPIRE2"	"ENST00000565103|ENSG00000204991|ENST00000564878"	"lnc_RNA|gene|lnc_RNA"	"processed_transcript|protein_coding|processed_transcript"	"SPIRE2-207|SPIRE2|SPIRE2-206"	"GPL570"
"1557511_at"	0.7129594	0.413	0.82464627	-5.867837	0.0565	"1557511_at"	"LINC02189"	"ENSG00000260026|ENST00000661967|ENST00000652314|ENST00000667097|ENST00000660139|ENST00000653342|ENST00000659949|ENST00000563331"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC02189|LINC02189-206|LINC02189-202|LINC02189-207|LINC02189-205|LINC02189-203|LINC02189-204|LINC02189-201"	"GPL570"
"233761_at"	0.7124485	0.413	0.82596051	-5.86679	0.0456	"233761_at"	"AC068481.1"	"ENSG00000223884|ENST00000664324"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC068481.1|AC068481.1-205"	"GPL570"
"223415_at"	0.7125041	0.413	-0.82564868	-5.867039	-0.0544	"223415_at"	"RPP25"	"ENSG00000178718"	"gene"	"protein_coding"	"RPP25"	"GPL570"
"1557491_at"	0.7124485	0.413	-0.82591202	-5.866829	-0.0398	"1557491_at"	"AC092447.4"	"ENSG00000225488|ENST00000651867|ENST00000666625|ENST00000665097|ENST00000665238|ENST00000657009|ENST00000436042"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"AC092447.4|AC092447.4-201|AC092447.4-202|AC092447.4-206|AC092447.4-205|AC092447.4-203|AC092447.4-204"	"GPL570"
"206083_at"	0.7130773	0.413	0.82428595	-5.868123	0.0548	"206083_at"	"ADGRB1"	"ENSG00000181790"	"gene"	"protein_coding"	"ADGRB1"	"GPL570"
"220717_at"	0.7137641	0.414	-0.82316823	-5.869012	-0.0375	"220717_at"	"ADAMTS20"	"ENSG00000173157"	"gene"	"protein_coding"	"ADAMTS20"	"GPL570"
"1560208_at"	0.7138648	0.414	0.82299495	-5.869149	0.047	"1560208_at"	"AC010327.4"	"ENSG00000267577|ENST00000591665"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC010327.4|AC010327.4-201"	"GPL570"
"236701_at"	0.713892	0.414	-0.82292056	-5.869208	-0.0558	"236701_at"	"GSG1L"	"ENSG00000169181"	"gene"	"protein_coding"	"GSG1L"	"GPL570"
"211178_s_at"	0.7131729	0.414	-0.82412487	-5.868251	-0.0576	"211178_s_at"	"PSTPIP1"	"ENST00000557995|ENST00000560064|ENSG00000140368"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|protein_coding"	"PSTPIP1-202|PSTPIP1-213|PSTPIP1"	"GPL570"
"234448_at"	0.7137609	0.414	-0.8231947	-5.86899	-0.0412	"234448_at"	"AC092435.3"	"ENSG00000260090|ENST00000565538"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC092435.3|AC092435.3-201"	"GPL570"
"228208_x_at"	0.7133693	0.414	0.82380668	-5.868504	0.0488	"228208_x_at"	"ZNF354C"	"ENSG00000177932"	"gene"	"protein_coding"	"ZNF354C"	"GPL570"
"230762_at"	0.7138828	0.414	0.82295322	-5.869182	0.0549	"230762_at"	"AL162377.1"	"ENST00000618844|ENSG00000231856|ENST00000456688"	"lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AL162377.1-201|AL162377.1|AL162377.1-202"	"GPL570"
"209980_s_at"	0.7133691	0.414	-0.82383487	-5.868482	-0.068	"209980_s_at"	"SHMT1"	"ENST00000395684|ENSG00000176974"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"SHMT1-205|SHMT1"	"GPL570"
"210632_s_at"	0.7143981	0.415	-0.8220982	-5.869861	-0.0448	"210632_s_at"	"SGCA"	"ENST00000508382|ENST00000505964|ENSG00000108823|ENST00000513942"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|retained_intron|protein_coding|processed_transcript"	"SGCA-206|SGCA-205|SGCA|SGCA-210"	"GPL570"
"222114_x_at"	0.715077	0.415	-0.82082084	-5.870873	-0.0394	"222114_x_at"	"AC126544.2"	"ENSG00000285668|ENST00000650501"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC126544.2|AC126544.2-201"	"GPL570"
"204247_s_at"	0.7145191	0.415	0.821774	-5.870118	0.0452	"204247_s_at"	"CDK5"	"ENSG00000164885"	"gene"	"protein_coding"	"CDK5"	"GPL570"
"208140_s_at"	0.7144646	0.415	0.8219789	-5.869955	0.0505	"208140_s_at"	"DRC3"	"ENST00000583995|ENST00000577477|ENSG00000171962|ENST00000490517"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|retained_intron|protein_coding|retained_intron"	"DRC3-215|DRC3-209|DRC3|DRC3-206"	"GPL570"
"204011_at"	0.7149066	0.415	0.82120384	-5.87057	0.0793	"204011_at"	"SPRY2"	"ENSG00000136158"	"gene"	"protein_coding"	"SPRY2"	"GPL570"
"1553539_at"	0.7147324	0.415	-0.82149903	-5.870336	-0.0476	"1553539_at"	"KRT74"	"ENSG00000170484|ENST00000546384"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"KRT74|KRT74-202"	"GPL570"
"202016_at"	0.715077	0.415	-0.82082177	-5.870872	-0.135	"202016_at"	"MEST"	"ENSG00000106484"	"gene"	"protein_coding"	"MEST"	"GPL570"
"239422_at"	0.7143895	0.415	-0.82213017	-5.869835	-0.0519	"239422_at"	"GPC2"	"ENSG00000213420"	"gene"	"protein_coding"	"GPC2"	"GPL570"
"203915_at"	0.715077	0.416	0.82068814	-5.870978	0.064	"203915_at"	"CXCL9"	"ENSG00000138755"	"gene"	"protein_coding"	"CXCL9"	"GPL570"
"1557404_at"	0.7154203	0.416	0.81978323	-5.871694	0.0409	"1557404_at"	"AL359649.1"	"ENST00000607406|ENSG00000204398|ENST00000375713"	"lnc_RNA|ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AL359649.1-201|AL359649.1|AL359649.1-202"	"GPL570"
"215356_at"	0.7156275	0.416	0.81941869	-5.871983	0.0662	"215356_at"	"TDRD12"	"ENSG00000173809"	"gene"	"protein_coding"	"TDRD12"	"GPL570"
"221182_at"	0.7154203	0.416	-0.81995837	-5.871556	-0.0342	"221182_at"	"MROH9"	"ENSG00000117501"	"gene"	"protein_coding"	"MROH9"	"GPL570"
"234288_at"	0.7156641	0.416	0.81935785	-5.872031	0.0356	"234288_at"	"LINC02842"	"ENST00000519990|ENSG00000254119|ENST00000518593|ENST00000519452|ENST00000520097|ENST00000519766|ENST00000523728"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC02842-206|LINC02842|LINC02842-202|LINC02842-203|LINC02842-207|LINC02842-204|LINC02842-211"	"GPL570"
"1554018_at"	0.7157218	0.416	0.81894299	-5.872359	0.033	"1554018_at"	"GPNMB"	"ENSG00000136235|ENST00000465673"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"GPNMB|GPNMB-206"	"GPL570"
"232183_at"	0.7153566	0.416	0.82011474	-5.871432	0.0664	"232183_at"	"SERAC1"	"ENSG00000122335"	"gene"	"protein_coding"	"SERAC1"	"GPL570"
"1556558_s_at"	0.7151877	0.416	0.82046473	-5.871155	0.0348	"1556558_s_at"	"ENTPD3"	"ENST00000425156|ENST00000668358|ENST00000452768|ENST00000420850|ENSG00000223797|ENST00000439293|ENST00000669707"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"ENTPD3-AS1-202|ENTPD3-AS1-205|ENTPD3-AS1-204|ENTPD3-AS1-201|ENTPD3-AS1|ENTPD3-AS1-203|ENTPD3-AS1-206"	"GPL570"
"203927_at"	0.7151877	0.416	-0.82044914	-5.871167	-0.0498	"203927_at"	"NFKBIE"	"ENSG00000146232"	"gene"	"protein_coding"	"NFKBIE"	"GPL570"
"218928_s_at"	0.715077	0.416	-0.82068879	-5.870978	-0.0834	"218928_s_at"	"SLC37A1"	"ENSG00000160190"	"gene"	"protein_coding"	"SLC37A1"	"GPL570"
"203524_s_at"	0.7152703	0.416	0.82027305	-5.871307	0.047	"203524_s_at"	"MPST"	"ENSG00000128309|ENST00000485587"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"MPST|MPST-207"	"GPL570"
"222711_s_at"	0.7154203	0.416	0.8198467	-5.871644	0.0684	"222711_s_at"	"RHBDF1"	"ENSG00000007384|ENST00000487201"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"RHBDF1|RHBDF1-210"	"GPL570"
"1553080_at"	0.7155783	0.416	0.81951566	-5.871906	0.0379	"1553080_at"	"CSN1S2AP"	"ENST00000451783|ENST00000512167"	"lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript"	"CSN1S2AP-201|CSN1S2AP-204"	"GPL570"
"227279_at"	0.716159	0.417	-0.81784532	-5.873225	-0.0448	"227279_at"	"TCEAL3"	"ENSG00000196507|ENST00000477014"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"TCEAL3|TCEAL3-204"	"GPL570"
"1557301_a_at"	0.716159	0.417	-0.81785045	-5.873221	-0.0496	"1557301_a_at"	"AC090844.2"	"ENST00000582263|ENSG00000264968"	"lnc_RNA|ncRNA_gene"	"lncRNA|lncRNA"	"AC090844.2-203|AC090844.2"	"GPL570"
"206603_at"	0.7160234	0.417	-0.81840875	-5.872781	-0.0519	"206603_at"	"SLC2A4"	"ENSG00000181856"	"gene"	"protein_coding"	"SLC2A4"	"GPL570"
"1568933_at"	0.7164757	0.417	-0.81735113	-5.873615	-0.0408	"1568933_at"	"CR589904.2"	"ENSG00000286015"	"gene"	"protein_coding"	"CR589904.2"	"GPL570"
"243631_at"	0.7159672	0.417	0.81858245	-5.872643	0.103	"243631_at"	"CD163L1"	"ENSG00000177675"	"gene"	"protein_coding"	"CD163L1"	"GPL570"
"215010_s_at"	0.7160987	0.417	0.81814729	-5.872987	0.0631	"215010_s_at"	"BRSK2"	"ENST00000526768|ENST00000531932|ENSG00000174672"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"BRSK2-205|BRSK2-213|BRSK2"	"GPL570"
"217452_s_at"	0.7164757	0.417	-0.8173177	-5.873642	-0.0643	"217452_s_at"	"B3GALT2"	"ENSG00000162630"	"gene"	"protein_coding"	"B3GALT2"	"GPL570"
"244848_at"	0.7165451	0.417	0.81718726	-5.873744	0.0527	"244848_at"	"AC242426.2"	"ENSG00000237188|ENST00000651151|ENST00000606856|ENST00000650785"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"AC242426.2|AC242426.2-201|AC242426.2-202|AC242426.2-203"	"GPL570"
"210769_at"	0.716159	0.417	-0.81780576	-5.873257	-0.0372	"210769_at"	"CNGB1"	"ENSG00000070729"	"gene"	"protein_coding"	"CNGB1"	"GPL570"
"1557226_a_at"	0.7164497	0.417	0.81743719	-5.873547	0.0433	"1557226_a_at"	"ASPG"	"ENST00000549809|ENST00000552126|ENSG00000166183|ENST00000548372"	"lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|processed_transcript|protein_coding|retained_intron"	"ASPG-203|ASPG-208|ASPG|ASPG-202"	"GPL570"
"1553020_at"	0.7159958	0.417	0.81848344	-5.872722	0.0468	"1553020_at"	"SMCR5"	"ENSG00000226746|ENST00000543475"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"SMCR5|SMCR5-201"	"GPL570"
"234894_at"	0.716951	0.418	0.81605493	-5.874637	0.0446	"234894_at"	"ITIH6"	"ENSG00000102313"	"gene"	"protein_coding"	"ITIH6"	"GPL570"
"215722_s_at"	0.7169277	0.418	-0.81611149	-5.874592	-0.0518	"215722_s_at"	"SNRPA1"	"ENST00000560307|ENSG00000131876|ENST00000558036|ENST00000560433|ENST00000394082|ENST00000540017"	"lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|retained_intron|retained_intron|processed_transcript|processed_transcript"	"SNRPA1-209|SNRPA1|SNRPA1-205|SNRPA1-211|SNRPA1-202|SNRPA1-203"	"GPL570"
"215232_at"	0.7167167	0.418	0.81681492	-5.874038	0.0481	"215232_at"	"ARHGAP44"	"ENST00000584974|ENSG00000006740"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ARHGAP44-211|ARHGAP44"	"GPL570"
"205912_at"	0.7168579	0.418	0.81630445	-5.87444	0.0442	"205912_at"	"PNLIP"	"ENSG00000175535"	"gene"	"protein_coding"	"PNLIP"	"GPL570"
"229280_s_at"	0.7168579	0.418	0.81627595	-5.874463	0.0569	"229280_s_at"	"CASC15"	"ENST00000667291|ENST00000659237|ENST00000636388|ENST00000666875|ENST00000658810|ENST00000669448|ENST00000657828|ENST00000606197|ENST00000651751|ENST00000666201|ENST00000668137|ENST00000659780|ENST00000663874|ENST00000657548|ENST00000662805|ENST00000664808|ENST00000652717|ENST00000661200|ENST00000655700|ENST00000666108|ENST00000666379|ENST00000653763|ENST00000661893|ENST00000655702|ENST00000561912|ENST00000652256|ENST00000567753|ENST00000661662|ENST00000664406|ENST00000669670|ENSG00000272168|ENST00000671160|ENST00000655154|ENST00000653997|ENST00000606851|ENST00000607048|ENST00000651620|ENST00000651125|ENST00000660518|ENST00000669171|ENST00000654774|ENST00000653246|ENST00000444265|ENST00000651007"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"CASC15-288|CASC15-251|CASC15-209|CASC15-286|CASC15-248|CASC15-297|CASC15-246|CASC15-205|CASC15-218|CASC15-284|CASC15-291|CASC15-254|CASC15-267|CASC15-243|CASC15-266|CASC15-279|CASC15-223|CASC15-259|CASC15-239|CASC15-283|CASC15-285|CASC15-228|CASC15-262|CASC15-240|CASC15-202|CASC15-222|CASC15-203|CASC15-260|CASC15-271|CASC15-298|CASC15|CASC15-303|CASC15-236|CASC15-229|CASC15-207|CASC15-208|CASC15-217|CASC15-213|CASC15-257|CASC15-296|CASC15-231|CASC15-226|CASC15-201|CASC15-212"	"GPL570"
"211107_s_at"	0.7166794	0.418	0.81689643	-5.873974	0.0515	"211107_s_at"	"AURKC"	"ENSG00000105146"	"gene"	"protein_coding"	"AURKC"	"GPL570"
"1557003_at"	0.7170915	0.418	0.81567203	-5.874938	0.0442	"1557003_at"	"TTC23L"	"ENSG00000205838"	"gene"	"protein_coding"	"TTC23L"	"GPL570"
"200006_at"	0.7170229	0.418	0.81587456	-5.874779	0.0606	"200006_at"	"PARK7"	"ENSG00000116288"	"gene"	"protein_coding"	"PARK7"	"GPL570"
"217625_x_at"	0.7167272	0.418	-0.81668055	-5.874144	-0.101	"217625_x_at"	"LINC00963"	"ENST00000427778|ENST00000667499|ENST00000660643|ENST00000663083|ENSG00000204054|ENST00000652803|ENST00000656664|ENST00000666282|ENST00000663727|ENST00000666041|ENST00000656234|ENST00000658175|ENST00000654204|ENST00000659535|ENST00000653700|ENST00000667047|ENST00000664811|ENST00000665998|ENST00000665880|ENST00000671555|ENST00000419300|ENST00000423918|ENST00000666559|ENST00000668919|ENST00000653386|ENST00000657389|ENST00000668206|ENST00000658999|ENST00000654286|ENST00000625171|ENST00000624009|ENST00000622972|ENST00000624390|ENST00000669210|ENST00000412141|ENST00000622680|ENST00000622120|ENST00000623185|ENST00000669939"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|retained_intron|lncRNA|lncRNA|lncRNA"	"LINC00963-204|LINC00963-256|LINC00963-242|LINC00963-247|LINC00963|LINC00963-221|LINC00963-233|LINC00963-253|LINC00963-248|LINC00963-252|LINC00963-232|LINC00963-236|LINC00963-227|LINC00963-240|LINC00963-225|LINC00963-255|LINC00963-249|LINC00963-251|LINC00963-250|LINC00963-263|LINC00963-202|LINC00963-203|LINC00963-254|LINC00963-259|LINC00963-223|LINC00963-235|LINC00963-258|LINC00963-238|LINC00963-228|LINC00963-220|LINC00963-217|LINC00963-215|LINC00963-219|LINC00963-261|LINC00963-201|LINC00963-214|LINC00963-213|LINC00963-216|LINC00963-262"	"GPL570"
"235358_at"	0.7170388	0.418	-0.81583504	-5.87481	-0.0711	"235358_at"	"AC020928.1"	"ENSG00000267260|ENST00000665759|ENST00000663625|ENST00000590750"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"AC020928.1|AC020928.1-203|AC020928.1-204|AC020928.1-201"	"GPL570"
"225726_s_at"	0.71659	0.418	0.81707102	-5.873836	0.0693	"225726_s_at"	"PLEKHH1"	"ENST00000558214|ENSG00000054690|ENST00000559981"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"PLEKHH1-203|PLEKHH1|PLEKHH1-211"	"GPL570"
"232252_at"	0.7173367	0.419	0.81529704	-5.875233	0.0484	"232252_at"	"STYXL2"	"ENST00000485151|ENSG00000198842"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"STYXL2-204|STYXL2"	"GPL570"
"203652_at"	0.7179961	0.419	-0.8139241	-5.876313	-0.0593	"203652_at"	"MAP3K11"	"ENSG00000173327"	"gene"	"protein_coding"	"MAP3K11"	"GPL570"
"206719_at"	0.718066	0.419	-0.81375679	-5.876444	-0.0575	"206719_at"	"SYNGR4"	"ENSG00000105467"	"gene"	"protein_coding"	"SYNGR4"	"GPL570"
"210389_x_at"	0.7176107	0.419	-0.81476044	-5.875655	-0.0697	"210389_x_at"	"TUBD1"	"ENSG00000108423"	"gene"	"protein_coding"	"TUBD1"	"GPL570"
"201460_at"	0.7179447	0.419	-0.81406957	-5.876198	-0.0449	"201460_at"	"MAPKAPK2"	"ENSG00000162889"	"gene"	"protein_coding"	"MAPKAPK2"	"GPL570"
"206606_at"	0.718066	0.419	-0.81370853	-5.876482	-0.124	"206606_at"	"LIPC"	"ENSG00000166035"	"gene"	"protein_coding"	"LIPC"	"GPL570"
"204916_at"	0.7178345	0.419	-0.8142524	-5.876055	-0.0541	"204916_at"	"RAMP1"	"ENSG00000132329"	"gene"	"protein_coding"	"RAMP1"	"GPL570"
"206142_at"	0.7173503	0.419	-0.81523671	-5.875281	-0.066	"206142_at"	"ZNF135"	"ENSG00000176293"	"gene"	"protein_coding"	"ZNF135"	"GPL570"
"242795_at"	0.7178483	0.419	0.81419183	-5.876102	0.0299	"242795_at"	"MYOT"	"ENST00000509812|ENSG00000120729"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"MYOT-205|MYOT"	"GPL570"
"216126_at"	0.7175429	0.419	0.81487229	-5.875567	0.0552	"216126_at"	"AC011477.8"	"ENSG00000287533|ENST00000654130"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC011477.8|AC011477.8-201"	"GPL570"
"234414_at"	0.7177393	0.419	-0.81452458	-5.875841	-0.0499	"234414_at"	"NUTM2F"	"ENSG00000130950"	"gene"	"protein_coding"	"NUTM2F"	"GPL570"
"1563541_at"	0.7177393	0.419	-0.81450032	-5.87586	-0.0372	"1563541_at"	"KLHL1"	"ENSG00000150361"	"gene"	"protein_coding"	"KLHL1"	"GPL570"
"239584_at"	0.7173671	0.419	0.8151731	-5.875331	0.0529	"239584_at"	"LINC02388"	"ENST00000654861|ENSG00000257259|ENST00000648243|ENST00000550678"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA"	"LINC02388-204|LINC02388|LINC02388-203|LINC02388-201"	"GPL570"
"220818_s_at"	0.7176511	0.419	0.81464942	-5.875743	0.0478	"220818_s_at"	"TRPC4"	"ENSG00000133107"	"gene"	"protein_coding"	"TRPC4"	"GPL570"
"1557531_a_at"	0.7177393	0.419	-0.8144357	-5.875911	-0.0355	"1557531_a_at"	"C10orf55"	"ENSG00000222047|ENST00000409178"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"C10orf55|C10orf55-201"	"GPL570"
"235486_at"	0.7186629	0.42	-0.8123355	-5.877559	-0.0439	"235486_at"	"KIAA1549L"	"ENSG00000110427"	"gene"	"protein_coding"	"KIAA1549L"	"GPL570"
"1553715_s_at"	0.7187935	0.42	-0.81206236	-5.877773	-0.0386	"1553715_s_at"	"MCRIP2"	"ENST00000615744|ENST00000620462|ENST00000619674|ENST00000575894|ENSG00000172366|ENST00000611328"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA"	"processed_transcript|retained_intron|retained_intron|retained_intron|protein_coding|processed_transcript"	"MCRIP2-206|MCRIP2-210|MCRIP2-209|MCRIP2-204|MCRIP2|MCRIP2-205"	"GPL570"
"203979_at"	0.7185899	0.42	-0.81243368	-5.877482	-0.123	"203979_at"	"CYP27A1"	"ENSG00000135929|ENST00000494263"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"CYP27A1|CYP27A1-205"	"GPL570"
"203544_s_at"	0.7181404	0.42	0.81359047	-5.876575	0.0733	"203544_s_at"	"STAM"	"ENSG00000136738"	"gene"	"protein_coding"	"STAM"	"GPL570"
"1552846_s_at"	0.7183869	0.42	-0.8129434	-5.877082	-0.0368	"1552846_s_at"	"RAB42"	"ENSG00000188060"	"gene"	"protein_coding"	"RAB42"	"GPL570"
"206052_s_at"	0.7183473	0.42	0.81323878	-5.876851	0.0715	"206052_s_at"	"SLBP"	"ENSG00000163950"	"gene"	"protein_coding"	"SLBP"	"GPL570"
"218844_at"	0.7186874	0.42	-0.81219454	-5.87767	-0.0734	"218844_at"	"ACSF2"	"ENST00000506085|ENST00000507792|ENSG00000167107"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|protein_coding"	"ACSF2-210|ACSF2-213|ACSF2"	"GPL570"
"234017_at"	0.7183961	0.42	-0.8128712	-5.877139	-0.0377	"234017_at"	"LINC00923"	"ENSG00000251209|ENST00000647870|ENST00000614972|ENST00000671187|ENST00000503768"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00923|LINC00923-209|LINC00923-204|LINC00923-217|LINC00923-201"	"GPL570"
"206819_at"	0.7183961	0.42	-0.81283027	-5.877171	-0.0472	"206819_at"	"POM121L9P"	"ENST00000414583"	"lnc_RNA"	"processed_transcript"	"POM121L9P-201"	"GPL570"
"1563533_at"	0.7186823	0.42	-0.81224608	-5.877629	-0.0304	"1563533_at"	"GADL1"	"ENSG00000144644"	"gene"	"protein_coding"	"GADL1"	"GPL570"
"1555375_at"	0.7186656	0.42	-0.81228644	-5.877598	-0.026	"1555375_at"	"GRIK2"	"ENSG00000164418"	"gene"	"protein_coding"	"GRIK2"	"GPL570"
"220455_at"	0.7190938	0.421	0.81094369	-5.878649	0.0501	"220455_at"	"SLC16A8"	"ENSG00000100156|ENST00000469516"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SLC16A8|SLC16A8-203"	"GPL570"
"207962_at"	0.7190938	0.421	-0.8111206	-5.878511	-0.0458	"207962_at"	"CAPN11"	"ENSG00000137225"	"gene"	"protein_coding"	"CAPN11"	"GPL570"
"226264_at"	0.7190573	0.421	0.81132367	-5.878352	0.073	"226264_at"	"SUSD1"	"ENSG00000106868"	"gene"	"protein_coding"	"SUSD1"	"GPL570"
"1555173_at"	0.7189859	0.421	0.81181632	-5.877966	0.0397	"1555173_at"	"STX19"	"ENSG00000178750"	"gene"	"protein_coding"	"STX19"	"GPL570"
"237625_s_at"	0.7190938	0.421	-0.8111278	-5.878505	-0.188	"237625_s_at"	"AC244205.1"	"ENSG00000240040|ENST00000624935"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC244205.1|AC244205.1-201"	"GPL570"
"220581_at"	0.7190429	0.421	0.81143815	-5.878262	0.106	"220581_at"	"CCDC170"	"ENSG00000120262"	"gene"	"protein_coding"	"CCDC170"	"GPL570"
"242675_x_at"	0.7190429	0.421	-0.81149865	-5.878215	-0.0769	"242675_x_at"	"AP005717.2"	"ENSG00000286362|ENST00000665858"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AP005717.2|AP005717.2-201"	"GPL570"
